"a";"b";"c";"d";"logar";"vathmos";"etos";"protin";"eggek";"anam";"diam";"desme";"ental";"propli";"pliro"
"02";"00";"725";"";"02.00.725";3;2015;210000;0;0;0;0;0;0;0
"02";"00";"725";"";"02.00.725";3;2013;2273111;2273111;-1907045;366066;227814;161211;0;161211
"02";"00";"725";"";"02.00.725";3;2014;100000;100000;111101;211101;0;0;0;0
"02";"00";"725";"";"02.00.725";3;2012;6517562;6517562;-1983815;4533747;1567451;1457870;0;1457870
"02";"00";"725";"0000";"02.00.725.0000";4;2015;0;0;0;0;0;0;0;0
"02";"00";"725";"0000";"02.00.725.0000";4;2013;4326;4326;-4326;0;0;0;0;0
"02";"00";"725";"0000";"02.00.725.0000";4;2014;0;0;0;0;0;0;0;0
"02";"00";"725";"0000";"02.00.725.0000";4;2012;0;0;40000;40000;33174;33174;0;33174
"02";"00";"725";"0700";"02.00.725.0700";4;2015;0;0;0;0;0;0;0;0
"02";"00";"725";"0700";"02.00.725.0700";4;2013;4326;4326;-4326;0;0;0;0;0
"02";"00";"725";"0700";"02.00.725.0700";4;2014;0;0;0;0;0;0;0;0
"02";"00";"725";"0700";"02.00.725.0700";4;2012;0;0;40000;40000;33174;33174;0;33174
"02";"00";"725";"0710";"02.00.725.0710";4;2015;0;0;0;0;0;0;0;0
"02";"00";"725";"0710";"02.00.725.0710";4;2013;4326;4326;-4326;0;0;0;0;0
"02";"00";"725";"0710";"02.00.725.0710";4;2014;0;0;0;0;0;0;0;0
"02";"00";"725";"0710";"02.00.725.0710";4;2012;0;0;40000;40000;33174;33174;0;33174
"02";"00";"725";"0711";"02.00.725.0711";4;2015;0;0;0;0;0;0;0;0
"02";"00";"725";"0711";"02.00.725.0711";4;2013;4326;4326;-4326;0;0;0;0;0
"02";"00";"725";"0711";"02.00.725.0711";4;2014;0;0;0;0;0;0;0;0
"02";"00";"725";"0711";"02.00.725.0711";4;2012;0;0;40000;40000;33174;33174;0;33174
"02";"00";"725";"5000";"02.00.725.5000";4;2015;0;0;0;0;0;0;0;0
"02";"00";"725";"5000";"02.00.725.5000";4;2013;0;0;0;0;0;0;0;0
"02";"00";"725";"5000";"02.00.725.5000";4;2014;0;0;0;0;0;0;0;0
"02";"00";"725";"5000";"02.00.725.5000";4;2012;0;0;0;0;0;0;0;0
"02";"00";"725";"5100";"02.00.725.5100";4;2015;0;0;0;0;0;0;0;0
"02";"00";"725";"5100";"02.00.725.5100";4;2013;0;0;0;0;0;0;0;0
"02";"00";"725";"5100";"02.00.725.5100";4;2014;0;0;0;0;0;0;0;0
"02";"00";"725";"5100";"02.00.725.5100";4;2012;0;0;0;0;0;0;0;0
"02";"00";"725";"5110";"02.00.725.5110";4;2015;0;0;0;0;0;0;0;0
"02";"00";"725";"5110";"02.00.725.5110";4;2013;0;0;0;0;0;0;0;0
"02";"00";"725";"5110";"02.00.725.5110";4;2014;0;0;0;0;0;0;0;0
"02";"00";"725";"5110";"02.00.725.5110";4;2012;0;0;0;0;0;0;0;0
"02";"00";"725";"5111";"02.00.725.5111";4;2015;0;0;0;0;0;0;0;0
"02";"00";"725";"5111";"02.00.725.5111";4;2013;0;0;0;0;0;0;0;0
"02";"00";"725";"5111";"02.00.725.5111";4;2014;0;0;0;0;0;0;0;0
"02";"00";"725";"5111";"02.00.725.5111";4;2012;0;0;0;0;0;0;0;0
"02";"00";"725";"9000";"02.00.725.9000";4;2015;210000;0;0;0;0;0;0;0
"02";"00";"725";"9000";"02.00.725.9000";4;2013;2268785;2268785;-1902720;366066;227814;161211;0;161211
"02";"00";"725";"9000";"02.00.725.9000";4;2014;100000;100000;111101;211101;0;0;0;0
"02";"00";"725";"9000";"02.00.725.9000";4;2012;6517562;6517562;-2023815;4493747;1534277;1424695;0;1424695
"02";"00";"725";"9700";"02.00.725.9700";4;2015;0;0;0;0;0;0;0;0
"02";"00";"725";"9700";"02.00.725.9700";4;2013;1063000;1063000;-1063000;0;0;0;0;0
"02";"00";"725";"9700";"02.00.725.9700";4;2014;0;0;0;0;0;0;0;0
"02";"00";"725";"9700";"02.00.725.9700";4;2012;4417562;4417562;-2412562;2005000;0;0;0;0
"02";"00";"725";"9710";"02.00.725.9710";4;2015;0;0;0;0;0;0;0;0
"02";"00";"725";"9710";"02.00.725.9710";4;2013;0;0;0;0;0;0;0;0
"02";"00";"725";"9710";"02.00.725.9710";4;2014;0;0;0;0;0;0;0;0
"02";"00";"725";"9710";"02.00.725.9710";4;2012;0;0;0;0;0;0;0;0
"02";"00";"725";"9712";"02.00.725.9712";4;2015;0;0;0;0;0;0;0;0
"02";"00";"725";"9712";"02.00.725.9712";4;2013;0;0;0;0;0;0;0;0
"02";"00";"725";"9712";"02.00.725.9712";4;2014;0;0;0;0;0;0;0;0
"02";"00";"725";"9712";"02.00.725.9712";4;2012;0;0;0;0;0;0;0;0
"02";"00";"725";"9720";"02.00.725.9720";4;2015;0;0;0;0;0;0;0;0
"02";"00";"725";"9720";"02.00.725.9720";4;2013;0;0;0;0;0;0;0;0
"02";"00";"725";"9720";"02.00.725.9720";4;2014;0;0;0;0;0;0;0;0
"02";"00";"725";"9720";"02.00.725.9720";4;2012;0;0;0;0;0;0;0;0
"02";"00";"725";"9723";"02.00.725.9723";4;2015;0;0;0;0;0;0;0;0
"02";"00";"725";"9723";"02.00.725.9723";4;2013;0;0;0;0;0;0;0;0
"02";"00";"725";"9723";"02.00.725.9723";4;2014;0;0;0;0;0;0;0;0
"02";"00";"725";"9723";"02.00.725.9723";4;2012;0;0;0;0;0;0;0;0
"02";"00";"725";"9725";"02.00.725.9725";4;2015;0;0;0;0;0;0;0;0
"02";"00";"725";"9725";"02.00.725.9725";4;2013;0;0;0;0;0;0;0;0
"02";"00";"725";"9725";"02.00.725.9725";4;2014;0;0;0;0;0;0;0;0
"02";"00";"725";"9725";"02.00.725.9725";4;2012;0;0;0;0;0;0;0;0
"02";"00";"725";"9729";"02.00.725.9729";4;2015;0;0;0;0;0;0;0;0
"02";"00";"725";"9729";"02.00.725.9729";4;2013;0;0;0;0;0;0;0;0
"02";"00";"725";"9729";"02.00.725.9729";4;2014;0;0;0;0;0;0;0;0
"02";"00";"725";"9729";"02.00.725.9729";4;2012;0;0;0;0;0;0;0;0
"02";"00";"725";"9730";"02.00.725.9730";4;2015;0;0;0;0;0;0;0;0
"02";"00";"725";"9730";"02.00.725.9730";4;2013;0;0;0;0;0;0;0;0
"02";"00";"725";"9730";"02.00.725.9730";4;2014;0;0;0;0;0;0;0;0
"02";"00";"725";"9730";"02.00.725.9730";4;2012;0;0;0;0;0;0;0;0
"02";"00";"725";"9733";"02.00.725.9733";4;2015;0;0;0;0;0;0;0;0
"02";"00";"725";"9733";"02.00.725.9733";4;2013;0;0;0;0;0;0;0;0
"02";"00";"725";"9733";"02.00.725.9733";4;2014;0;0;0;0;0;0;0;0
"02";"00";"725";"9733";"02.00.725.9733";4;2012;0;0;0;0;0;0;0;0
"02";"00";"725";"9740";"02.00.725.9740";4;2015;0;0;0;0;0;0;0;0
"02";"00";"725";"9740";"02.00.725.9740";4;2013;0;0;0;0;0;0;0;0
"02";"00";"725";"9740";"02.00.725.9740";4;2014;0;0;0;0;0;0;0;0
"02";"00";"725";"9740";"02.00.725.9740";4;2012;0;0;0;0;0;0;0;0
"02";"00";"725";"9749";"02.00.725.9749";4;2015;0;0;0;0;0;0;0;0
"02";"00";"725";"9749";"02.00.725.9749";4;2013;0;0;0;0;0;0;0;0
"02";"00";"725";"9749";"02.00.725.9749";4;2014;0;0;0;0;0;0;0;0
"02";"00";"725";"9749";"02.00.725.9749";4;2012;0;0;0;0;0;0;0;0
"02";"00";"725";"9750";"02.00.725.9750";4;2015;0;0;0;0;0;0;0;0
"02";"00";"725";"9750";"02.00.725.9750";4;2013;0;0;0;0;0;0;0;0
"02";"00";"725";"9750";"02.00.725.9750";4;2014;0;0;0;0;0;0;0;0
"02";"00";"725";"9750";"02.00.725.9750";4;2012;0;0;0;0;0;0;0;0
"02";"00";"725";"9759";"02.00.725.9759";4;2015;0;0;0;0;0;0;0;0
"02";"00";"725";"9759";"02.00.725.9759";4;2013;0;0;0;0;0;0;0;0
"02";"00";"725";"9759";"02.00.725.9759";4;2014;0;0;0;0;0;0;0;0
"02";"00";"725";"9759";"02.00.725.9759";4;2012;0;0;0;0;0;0;0;0
"02";"00";"725";"9760";"02.00.725.9760";4;2015;0;0;0;0;0;0;0;0
"02";"00";"725";"9760";"02.00.725.9760";4;2013;0;0;0;0;0;0;0;0
"02";"00";"725";"9760";"02.00.725.9760";4;2014;0;0;0;0;0;0;0;0
"02";"00";"725";"9760";"02.00.725.9760";4;2012;0;0;0;0;0;0;0;0
"02";"00";"725";"9761";"02.00.725.9761";4;2015;0;0;0;0;0;0;0;0
"02";"00";"725";"9761";"02.00.725.9761";4;2013;0;0;0;0;0;0;0;0
"02";"00";"725";"9761";"02.00.725.9761";4;2014;0;0;0;0;0;0;0;0
"02";"00";"725";"9761";"02.00.725.9761";4;2012;0;0;0;0;0;0;0;0
"02";"00";"725";"9762";"02.00.725.9762";4;2015;0;0;0;0;0;0;0;0
"02";"00";"725";"9762";"02.00.725.9762";4;2013;0;0;0;0;0;0;0;0
"02";"00";"725";"9762";"02.00.725.9762";4;2014;0;0;0;0;0;0;0;0
"02";"00";"725";"9762";"02.00.725.9762";4;2012;0;0;0;0;0;0;0;0
"02";"00";"725";"9769";"02.00.725.9769";4;2015;0;0;0;0;0;0;0;0
"02";"00";"725";"9769";"02.00.725.9769";4;2013;0;0;0;0;0;0;0;0
"02";"00";"725";"9769";"02.00.725.9769";4;2014;0;0;0;0;0;0;0;0
"02";"00";"725";"9769";"02.00.725.9769";4;2012;0;0;0;0;0;0;0;0
"02";"00";"725";"9770";"02.00.725.9770";4;2015;0;0;0;0;0;0;0;0
"02";"00";"725";"9770";"02.00.725.9770";4;2013;0;0;0;0;0;0;0;0
"02";"00";"725";"9770";"02.00.725.9770";4;2014;0;0;0;0;0;0;0;0
"02";"00";"725";"9770";"02.00.725.9770";4;2012;2997562;2997562;-2897562;100000;0;0;0;0
"02";"00";"725";"9771";"02.00.725.9771";4;2015;0;0;0;0;0;0;0;0
"02";"00";"725";"9771";"02.00.725.9771";4;2013;0;0;0;0;0;0;0;0
"02";"00";"725";"9771";"02.00.725.9771";4;2014;0;0;0;0;0;0;0;0
"02";"00";"725";"9771";"02.00.725.9771";4;2012;720000;720000;-720000;0;0;0;0;0
"02";"00";"725";"9772";"02.00.725.9772";4;2015;0;0;0;0;0;0;0;0
"02";"00";"725";"9772";"02.00.725.9772";4;2013;0;0;0;0;0;0;0;0
"02";"00";"725";"9772";"02.00.725.9772";4;2014;0;0;0;0;0;0;0;0
"02";"00";"725";"9772";"02.00.725.9772";4;2012;135000;135000;-135000;0;0;0;0;0
"02";"00";"725";"9773";"02.00.725.9773";4;2015;0;0;0;0;0;0;0;0
"02";"00";"725";"9773";"02.00.725.9773";4;2013;0;0;0;0;0;0;0;0
"02";"00";"725";"9773";"02.00.725.9773";4;2014;0;0;0;0;0;0;0;0
"02";"00";"725";"9773";"02.00.725.9773";4;2012;0;0;0;0;0;0;0;0
"02";"00";"725";"9776";"02.00.725.9776";4;2015;0;0;0;0;0;0;0;0
"02";"00";"725";"9776";"02.00.725.9776";4;2013;0;0;0;0;0;0;0;0
"02";"00";"725";"9776";"02.00.725.9776";4;2014;0;0;0;0;0;0;0;0
"02";"00";"725";"9776";"02.00.725.9776";4;2012;0;0;0;0;0;0;0;0
"02";"00";"725";"9777";"02.00.725.9777";4;2015;0;0;0;0;0;0;0;0
"02";"00";"725";"9777";"02.00.725.9777";4;2013;0;0;0;0;0;0;0;0
"02";"00";"725";"9777";"02.00.725.9777";4;2014;0;0;0;0;0;0;0;0
"02";"00";"725";"9777";"02.00.725.9777";4;2012;750000;750000;-650000;100000;0;0;0;0
"02";"00";"725";"9779";"02.00.725.9779";4;2015;0;0;0;0;0;0;0;0
"02";"00";"725";"9779";"02.00.725.9779";4;2013;0;0;0;0;0;0;0;0
"02";"00";"725";"9779";"02.00.725.9779";4;2014;0;0;0;0;0;0;0;0
"02";"00";"725";"9779";"02.00.725.9779";4;2012;1392562;1392562;-1392562;0;0;0;0;0
"02";"00";"725";"9780";"02.00.725.9780";4;2015;0;0;0;0;0;0;0;0
"02";"00";"725";"9780";"02.00.725.9780";4;2013;1063000;1063000;-1063000;0;0;0;0;0
"02";"00";"725";"9780";"02.00.725.9780";4;2014;0;0;0;0;0;0;0;0
"02";"00";"725";"9780";"02.00.725.9780";4;2012;1420000;1420000;485000;1905000;0;0;0;0
"02";"00";"725";"9781";"02.00.725.9781";4;2015;0;0;0;0;0;0;0;0
"02";"00";"725";"9781";"02.00.725.9781";4;2013;1063000;1063000;-1063000;0;0;0;0;0
"02";"00";"725";"9781";"02.00.725.9781";4;2014;0;0;0;0;0;0;0;0
"02";"00";"725";"9781";"02.00.725.9781";4;2012;1420000;1420000;-480000;940000;0;0;0;0
"02";"00";"725";"9782";"02.00.725.9782";4;2015;0;0;0;0;0;0;0;0
"02";"00";"725";"9782";"02.00.725.9782";4;2013;0;0;0;0;0;0;0;0
"02";"00";"725";"9782";"02.00.725.9782";4;2014;0;0;0;0;0;0;0;0
"02";"00";"725";"9782";"02.00.725.9782";4;2012;0;0;0;0;0;0;0;0
"02";"00";"725";"9785";"02.00.725.9785";4;2015;0;0;0;0;0;0;0;0
"02";"00";"725";"9785";"02.00.725.9785";4;2013;0;0;0;0;0;0;0;0
"02";"00";"725";"9785";"02.00.725.9785";4;2014;0;0;0;0;0;0;0;0
"02";"00";"725";"9785";"02.00.725.9785";4;2012;0;0;0;0;0;0;0;0
"02";"00";"725";"9786";"02.00.725.9786";4;2015;0;0;0;0;0;0;0;0
"02";"00";"725";"9786";"02.00.725.9786";4;2013;0;0;0;0;0;0;0;0
"02";"00";"725";"9786";"02.00.725.9786";4;2014;0;0;0;0;0;0;0;0
"02";"00";"725";"9786";"02.00.725.9786";4;2012;0;0;0;0;0;0;0;0
"02";"00";"725";"9789";"02.00.725.9789";4;2015;0;0;0;0;0;0;0;0
"02";"00";"725";"9789";"02.00.725.9789";4;2013;0;0;0;0;0;0;0;0
"02";"00";"725";"9789";"02.00.725.9789";4;2014;0;0;0;0;0;0;0;0
"02";"00";"725";"9789";"02.00.725.9789";4;2012;0;0;965000;965000;0;0;0;0
"02";"00";"725";"9800";"02.00.725.9800";4;2015;210000;0;0;0;0;0;0;0
"02";"00";"725";"9800";"02.00.725.9800";4;2013;1205785;1205785;-839720;366066;227814;161211;0;161211
"02";"00";"725";"9800";"02.00.725.9800";4;2014;100000;100000;111101;211101;0;0;0;0
"02";"00";"725";"9800";"02.00.725.9800";4;2012;2100000;2100000;388747;2488747;1534277;1424695;0;1424695
"02";"00";"725";"9890";"02.00.725.9890";4;2015;210000;0;0;0;0;0;0;0
"02";"00";"725";"9890";"02.00.725.9890";4;2013;1205785;1205785;-839720;366066;227814;161211;0;161211
"02";"00";"725";"9890";"02.00.725.9890";4;2014;100000;100000;111101;211101;0;0;0;0
"02";"00";"725";"9890";"02.00.725.9890";4;2012;2100000;2100000;388747;2488747;1534277;1424695;0;1424695
"02";"00";"725";"9899";"02.00.725.9899";4;2015;210000;0;0;0;0;0;0;0
"02";"00";"725";"9899";"02.00.725.9899";4;2013;1205785;1205785;-839720;366066;227814;161211;0;161211
"02";"00";"725";"9899";"02.00.725.9899";4;2014;100000;100000;111101;211101;0;0;0;0
"02";"00";"725";"9899";"02.00.725.9899";4;2012;2100000;2100000;388747;2488747;1534277;1424695;0;1424695
"02";"01";"";"";"02.01";2;2015;62925213;0;0;0;0;0;0;0
"02";"01";"";"";"02.01";2;2013;73937445;73937445;5723319;79660764;58077668;25590969;175163;25655333
"02";"01";"";"";"02.01";2;2014;57195539;57195539;21156544;78352083;55571212;14214717;107582;14212892
"02";"01";"";"";"02.01";2;2012;98419525;98419525;8055186;106474711;55510146;50443193;2503407;50446124
"02";"01";"071";"";"02.01.071";3;2015;4255112;0;0;0;0;0;0;0
"02";"01";"071";"";"02.01.071";3;2013;4438112;4438112;4210834;8648946;2404580;724100;0;724100
"02";"01";"071";"";"02.01.071";3;2014;4778231;4778231;602594;5380825;1018961;294944;0;294944
"02";"01";"071";"";"02.01.071";3;2012;4337905;4337905;15710021;20047926;12047210;11976446;0;11976446
"02";"01";"071";"3000";"02.01.071.3000";4;2015;0;0;0;0;0;0;0;0
"02";"01";"071";"3000";"02.01.071.3000";4;2013;0;0;0;0;0;0;0;0
"02";"01";"071";"3000";"02.01.071.3000";4;2014;0;0;0;0;0;0;0;0
"02";"01";"071";"3000";"02.01.071.3000";4;2012;0;0;0;0;0;0;0;0
"02";"01";"071";"3100";"02.01.071.3100";4;2015;0;0;0;0;0;0;0;0
"02";"01";"071";"3100";"02.01.071.3100";4;2013;0;0;0;0;0;0;0;0
"02";"01";"071";"3100";"02.01.071.3100";4;2014;0;0;0;0;0;0;0;0
"02";"01";"071";"3100";"02.01.071.3100";4;2012;0;0;0;0;0;0;0;0
"02";"01";"071";"3190";"02.01.071.3190";4;2015;0;0;0;0;0;0;0;0
"02";"01";"071";"3190";"02.01.071.3190";4;2013;0;0;0;0;0;0;0;0
"02";"01";"071";"3190";"02.01.071.3190";4;2014;0;0;0;0;0;0;0;0
"02";"01";"071";"3190";"02.01.071.3190";4;2012;0;0;0;0;0;0;0;0
"02";"01";"071";"3193";"02.01.071.3193";4;2015;0;0;0;0;0;0;0;0
"02";"01";"071";"3193";"02.01.071.3193";4;2013;0;0;0;0;0;0;0;0
"02";"01";"071";"3193";"02.01.071.3193";4;2014;0;0;0;0;0;0;0;0
"02";"01";"071";"3193";"02.01.071.3193";4;2012;0;0;0;0;0;0;0;0
"02";"01";"071";"5000";"02.01.071.5000";4;2015;0;0;0;0;0;0;0;0
"02";"01";"071";"5000";"02.01.071.5000";4;2013;0;0;0;0;0;0;0;0
"02";"01";"071";"5000";"02.01.071.5000";4;2014;0;0;0;0;0;0;0;0
"02";"01";"071";"5000";"02.01.071.5000";4;2012;0;0;0;0;0;0;0;0
"02";"01";"071";"5100";"02.01.071.5100";4;2015;0;0;0;0;0;0;0;0
"02";"01";"071";"5100";"02.01.071.5100";4;2013;0;0;0;0;0;0;0;0
"02";"01";"071";"5100";"02.01.071.5100";4;2014;0;0;0;0;0;0;0;0
"02";"01";"071";"5100";"02.01.071.5100";4;2012;0;0;0;0;0;0;0;0
"02";"01";"071";"5110";"02.01.071.5110";4;2015;0;0;0;0;0;0;0;0
"02";"01";"071";"5110";"02.01.071.5110";4;2013;0;0;0;0;0;0;0;0
"02";"01";"071";"5110";"02.01.071.5110";4;2014;0;0;0;0;0;0;0;0
"02";"01";"071";"5110";"02.01.071.5110";4;2012;0;0;0;0;0;0;0;0
"02";"01";"071";"5111";"02.01.071.5111";4;2015;0;0;0;0;0;0;0;0
"02";"01";"071";"5111";"02.01.071.5111";4;2013;0;0;0;0;0;0;0;0
"02";"01";"071";"5111";"02.01.071.5111";4;2014;0;0;0;0;0;0;0;0
"02";"01";"071";"5111";"02.01.071.5111";4;2012;0;0;0;0;0;0;0;0
"02";"01";"071";"9000";"02.01.071.9000";4;2015;4255112;0;0;0;0;0;0;0
"02";"01";"071";"9000";"02.01.071.9000";4;2013;4438112;4438112;4210834;8648946;2404580;724100;0;724100
"02";"01";"071";"9000";"02.01.071.9000";4;2014;4778231;4778231;602594;5380825;1018961;294944;0;294944
"02";"01";"071";"9000";"02.01.071.9000";4;2012;4337905;4337905;15710021;20047926;12047210;11976446;0;11976446
"02";"01";"071";"9400";"02.01.071.9400";4;2015;4247612;0;0;0;0;0;0;0
"02";"01";"071";"9400";"02.01.071.9400";4;2013;4373399;4373399;4168888;8542287;2392950;724100;0;724100
"02";"01";"071";"9400";"02.01.071.9400";4;2014;4686911;4686911;602594;5289505;1018961;294944;0;294944
"02";"01";"071";"9400";"02.01.071.9400";4;2012;4176217;4176217;15408425;19584642;11744841;11708533;0;11708533
"02";"01";"071";"9410";"02.01.071.9410";4;2015;0;0;0;0;0;0;0;0
"02";"01";"071";"9410";"02.01.071.9410";4;2013;0;0;0;0;0;0;0;0
"02";"01";"071";"9410";"02.01.071.9410";4;2014;0;0;0;0;0;0;0;0
"02";"01";"071";"9410";"02.01.071.9410";4;2012;0;0;0;0;0;0;0;0
"02";"01";"071";"9411";"02.01.071.9411";4;2015;0;0;0;0;0;0;0;0
"02";"01";"071";"9411";"02.01.071.9411";4;2013;0;0;0;0;0;0;0;0
"02";"01";"071";"9411";"02.01.071.9411";4;2014;0;0;0;0;0;0;0;0
"02";"01";"071";"9411";"02.01.071.9411";4;2012;0;0;0;0;0;0;0;0
"02";"01";"071";"9450";"02.01.071.9450";4;2015;303094;0;0;0;0;0;0;0
"02";"01";"071";"9450";"02.01.071.9450";4;2013;482703;482703;2615378;3098081;1407387;446878;0;446878
"02";"01";"071";"9450";"02.01.071.9450";4;2014;1023793;1023793;0;1023793;238043;4443;0;4443
"02";"01";"071";"9450";"02.01.071.9450";4;2012;387667;387667;5816183;6203850;2728193;2727013;0;2727013
"02";"01";"071";"9451";"02.01.071.9451";4;2015;0;0;0;0;0;0;0;0
"02";"01";"071";"9451";"02.01.071.9451";4;2013;0;0;0;0;0;0;0;0
"02";"01";"071";"9451";"02.01.071.9451";4;2014;0;0;0;0;0;0;0;0
"02";"01";"071";"9451";"02.01.071.9451";4;2012;0;0;0;0;0;0;0;0
"02";"01";"071";"9452";"02.01.071.9452";4;2015;0;0;0;0;0;0;0;0
"02";"01";"071";"9452";"02.01.071.9452";4;2013;0;0;0;0;0;0;0;0
"02";"01";"071";"9452";"02.01.071.9452";4;2014;486721;486721;0;486721;0;0;0;0
"02";"01";"071";"9452";"02.01.071.9452";4;2012;0;0;0;0;0;0;0;0
"02";"01";"071";"9453";"02.01.071.9453";4;2015;0;0;0;0;0;0;0;0
"02";"01";"071";"9453";"02.01.071.9453";4;2013;0;0;0;0;0;0;0;0
"02";"01";"071";"9453";"02.01.071.9453";4;2014;0;0;0;0;0;0;0;0
"02";"01";"071";"9453";"02.01.071.9453";4;2012;37671;37671;-37671;0;0;0;0;0
"02";"01";"071";"9454";"02.01.071.9454";4;2015;0;0;0;0;0;0;0;0
"02";"01";"071";"9454";"02.01.071.9454";4;2013;0;0;2381400;2381400;846400;100860;0;100860
"02";"01";"071";"9454";"02.01.071.9454";4;2014;0;0;0;0;0;0;0;0
"02";"01";"071";"9454";"02.01.071.9454";4;2012;0;0;5532100;5532100;2573996;2572816;0;2572816
"02";"01";"071";"9455";"02.01.071.9455";4;2015;0;0;0;0;0;0;0;0
"02";"01";"071";"9455";"02.01.071.9455";4;2013;0;0;0;0;0;0;0;0
"02";"01";"071";"9455";"02.01.071.9455";4;2014;0;0;0;0;0;0;0;0
"02";"01";"071";"9455";"02.01.071.9455";4;2012;0;0;0;0;0;0;0;0
"02";"01";"071";"9456";"02.01.071.9456";4;2015;0;0;0;0;0;0;0;0
"02";"01";"071";"9456";"02.01.071.9456";4;2013;0;0;0;0;0;0;0;0
"02";"01";"071";"9456";"02.01.071.9456";4;2014;0;0;0;0;0;0;0;0
"02";"01";"071";"9456";"02.01.071.9456";4;2012;0;0;0;0;0;0;0;0
"02";"01";"071";"9457";"02.01.071.9457";4;2015;3094;0;0;0;0;0;0;0
"02";"01";"071";"9457";"02.01.071.9457";4;2013;3302;3302;0;3302;0;0;0;0
"02";"01";"071";"9457";"02.01.071.9457";4;2014;3094;3094;0;3094;0;0;0;0
"02";"01";"071";"9457";"02.01.071.9457";4;2012;3252;3252;50;3302;0;0;0;0
"02";"01";"071";"9458";"02.01.071.9458";4;2015;0;0;0;0;0;0;0;0
"02";"01";"071";"9458";"02.01.071.9458";4;2013;0;0;0;0;0;0;0;0
"02";"01";"071";"9458";"02.01.071.9458";4;2014;0;0;0;0;0;0;0;0
"02";"01";"071";"9458";"02.01.071.9458";4;2012;32;32;0;32;0;0;0;0
"02";"01";"071";"9459";"02.01.071.9459";4;2015;300000;0;0;0;0;0;0;0
"02";"01";"071";"9459";"02.01.071.9459";4;2013;479402;479402;233978;713379;560987;346018;0;346018
"02";"01";"071";"9459";"02.01.071.9459";4;2014;533978;533978;0;533978;238043;4443;0;4443
"02";"01";"071";"9459";"02.01.071.9459";4;2012;346711;346711;321704;668415;154198;154198;0;154198
"02";"01";"071";"9460";"02.01.071.9460";4;2015;0;0;0;0;0;0;0;0
"02";"01";"071";"9460";"02.01.071.9460";4;2013;0;0;0;0;0;0;0;0
"02";"01";"071";"9460";"02.01.071.9460";4;2014;0;0;0;0;0;0;0;0
"02";"01";"071";"9460";"02.01.071.9460";4;2012;22147;22147;-22147;0;0;0;0;0
"02";"01";"071";"9461";"02.01.071.9461";4;2015;0;0;0;0;0;0;0;0
"02";"01";"071";"9461";"02.01.071.9461";4;2013;0;0;0;0;0;0;0;0
"02";"01";"071";"9461";"02.01.071.9461";4;2014;0;0;0;0;0;0;0;0
"02";"01";"071";"9461";"02.01.071.9461";4;2012;22147;22147;-22147;0;0;0;0;0
"02";"01";"071";"9470";"02.01.071.9470";4;2015;3944518;0;0;0;0;0;0;0
"02";"01";"071";"9470";"02.01.071.9470";4;2013;3890696;3890696;1553510;5444206;985562;277222;0;277222
"02";"01";"071";"9470";"02.01.071.9470";4;2014;3663119;3663119;602594;4265712;780919;290501;0;290501
"02";"01";"071";"9470";"02.01.071.9470";4;2012;3766404;3766404;9614389;13380793;9016648;8981520;0;8981520
"02";"01";"071";"9471";"02.01.071.9471";4;2015;8672;0;0;0;0;0;0;0
"02";"01";"071";"9471";"02.01.071.9471";4;2013;192261;192261;0;192261;0;0;0;0
"02";"01";"071";"9471";"02.01.071.9471";4;2014;8672;8672;0;8672;0;0;0;0
"02";"01";"071";"9471";"02.01.071.9471";4;2012;256218;256218;-19880;236338;44077;44077;0;44077
"02";"01";"071";"9472";"02.01.071.9472";4;2015;400000;0;0;0;0;0;0;0
"02";"01";"071";"9472";"02.01.071.9472";4;2013;210773;210773;1540094;1750867;693272;274757;0;274757
"02";"01";"071";"9472";"02.01.071.9472";4;2014;200000;200000;245401;445401;418515;0;0;0
"02";"01";"071";"9472";"02.01.071.9472";4;2012;207000;207000;546105;753105;170405;170405;0;170405
"02";"01";"071";"9473";"02.01.071.9473";4;2015;0;0;0;0;0;0;0;0
"02";"01";"071";"9473";"02.01.071.9473";4;2013;0;0;0;0;0;0;0;0
"02";"01";"071";"9473";"02.01.071.9473";4;2014;0;0;0;0;0;0;0;0
"02";"01";"071";"9473";"02.01.071.9473";4;2012;53157;53157;-53157;0;0;0;0;0
"02";"01";"071";"9474";"02.01.071.9474";4;2015;3500000;0;0;0;0;0;0;0
"02";"01";"071";"9474";"02.01.071.9474";4;2013;3451815;3451815;0;3451815;278875;2465;0;2465
"02";"01";"071";"9474";"02.01.071.9474";4;2014;3418600;3418600;65653;3484253;70863;65653;0;65653
"02";"01";"071";"9474";"02.01.071.9474";4;2012;3211796;3211796;2435666;5647463;2095542;2060414;0;2060414
"02";"01";"071";"9475";"02.01.071.9475";4;2015;0;0;0;0;0;0;0;0
"02";"01";"071";"9475";"02.01.071.9475";4;2013;0;0;0;0;0;0;0;0
"02";"01";"071";"9475";"02.01.071.9475";4;2014;0;0;0;0;0;0;0;0
"02";"01";"071";"9475";"02.01.071.9475";4;2012;968;968;0;968;968;968;0;968
"02";"01";"071";"9479";"02.01.071.9479";4;2015;35846;0;0;0;0;0;0;0
"02";"01";"071";"9479";"02.01.071.9479";4;2013;35846;35846;13416;49262;13416;0;0;0
"02";"01";"071";"9479";"02.01.071.9479";4;2014;35846;35846;291540;327386;291540;224849;0;224849
