"a";"b";"c";"d";"logar";"vathmos";"etos";"protin";"eggek";"anam";"diam";"desme";"ental";"propli";"pliro"
"02";"02";"390";"3391";"02.02.390.3391";4;2014;155000;155000;15000;170000;0;0;0;0
"02";"02";"390";"5000";"02.02.390.5000";4;2013;0;0;0;0;0;0;0;0
"02";"02";"390";"5000";"02.02.390.5000";4;2015;0;0;0;0;0;0;0;0
"02";"02";"390";"5000";"02.02.390.5000";4;2014;0;0;0;0;0;0;0;0
"02";"02";"390";"5000";"02.02.390.5000";4;2012;0;0;0;0;0;0;0;0
"02";"02";"390";"5100";"02.02.390.5100";4;2013;0;0;0;0;0;0;0;0
"02";"02";"390";"5100";"02.02.390.5100";4;2015;0;0;0;0;0;0;0;0
"02";"02";"390";"5100";"02.02.390.5100";4;2014;0;0;0;0;0;0;0;0
"02";"02";"390";"5100";"02.02.390.5100";4;2012;0;0;0;0;0;0;0;0
"02";"02";"390";"5110";"02.02.390.5110";4;2013;0;0;0;0;0;0;0;0
"02";"02";"390";"5110";"02.02.390.5110";4;2015;0;0;0;0;0;0;0;0
"02";"02";"390";"5110";"02.02.390.5110";4;2014;0;0;0;0;0;0;0;0
"02";"02";"390";"5110";"02.02.390.5110";4;2012;0;0;0;0;0;0;0;0
"02";"02";"390";"5111";"02.02.390.5111";4;2013;0;0;0;0;0;0;0;0
"02";"02";"390";"5111";"02.02.390.5111";4;2015;0;0;0;0;0;0;0;0
"02";"02";"390";"5111";"02.02.390.5111";4;2014;0;0;0;0;0;0;0;0
"02";"02";"390";"5111";"02.02.390.5111";4;2012;0;0;0;0;0;0;0;0
"02";"02";"390";"7000";"02.02.390.7000";4;2013;0;0;0;0;0;0;0;0
"02";"02";"390";"7000";"02.02.390.7000";4;2015;0;0;0;0;0;0;0;0
"02";"02";"390";"7000";"02.02.390.7000";4;2014;0;0;0;0;0;0;0;0
"02";"02";"390";"7000";"02.02.390.7000";4;2012;0;0;0;0;0;0;0;0
"02";"02";"390";"7200";"02.02.390.7200";4;2013;0;0;0;0;0;0;0;0
"02";"02";"390";"7200";"02.02.390.7200";4;2015;0;0;0;0;0;0;0;0
"02";"02";"390";"7200";"02.02.390.7200";4;2014;0;0;0;0;0;0;0;0
"02";"02";"390";"7200";"02.02.390.7200";4;2012;0;0;0;0;0;0;0;0
"02";"02";"390";"7240";"02.02.390.7240";4;2013;0;0;0;0;0;0;0;0
"02";"02";"390";"7240";"02.02.390.7240";4;2015;0;0;0;0;0;0;0;0
"02";"02";"390";"7240";"02.02.390.7240";4;2014;0;0;0;0;0;0;0;0
"02";"02";"390";"7240";"02.02.390.7240";4;2012;0;0;0;0;0;0;0;0
"02";"02";"390";"7243";"02.02.390.7243";4;2013;0;0;0;0;0;0;0;0
"02";"02";"390";"7243";"02.02.390.7243";4;2015;0;0;0;0;0;0;0;0
"02";"02";"390";"7243";"02.02.390.7243";4;2014;0;0;0;0;0;0;0;0
"02";"02";"390";"7243";"02.02.390.7243";4;2012;0;0;0;0;0;0;0;0
"02";"02";"390";"9000";"02.02.390.9000";4;2013;0;0;0;0;0;0;0;0
"02";"02";"390";"9000";"02.02.390.9000";4;2015;0;0;0;0;0;0;0;0
"02";"02";"390";"9000";"02.02.390.9000";4;2014;0;0;0;0;0;0;0;0
"02";"02";"390";"9000";"02.02.390.9000";4;2012;0;0;0;0;0;0;0;0
"02";"02";"390";"9100";"02.02.390.9100";4;2013;0;0;0;0;0;0;0;0
"02";"02";"390";"9100";"02.02.390.9100";4;2015;0;0;0;0;0;0;0;0
"02";"02";"390";"9100";"02.02.390.9100";4;2014;0;0;0;0;0;0;0;0
"02";"02";"390";"9100";"02.02.390.9100";4;2012;0;0;0;0;0;0;0;0
"02";"02";"390";"9170";"02.02.390.9170";4;2013;0;0;0;0;0;0;0;0
"02";"02";"390";"9170";"02.02.390.9170";4;2015;0;0;0;0;0;0;0;0
"02";"02";"390";"9170";"02.02.390.9170";4;2014;0;0;0;0;0;0;0;0
"02";"02";"390";"9170";"02.02.390.9170";4;2012;0;0;0;0;0;0;0;0
"02";"02";"390";"9179";"02.02.390.9179";4;2013;0;0;0;0;0;0;0;0
"02";"02";"390";"9179";"02.02.390.9179";4;2015;0;0;0;0;0;0;0;0
"02";"02";"390";"9179";"02.02.390.9179";4;2014;0;0;0;0;0;0;0;0
"02";"02";"390";"9179";"02.02.390.9179";4;2012;0;0;0;0;0;0;0;0
"02";"02";"390";"9700";"02.02.390.9700";4;2013;0;0;0;0;0;0;0;0
"02";"02";"390";"9700";"02.02.390.9700";4;2015;0;0;0;0;0;0;0;0
"02";"02";"390";"9700";"02.02.390.9700";4;2014;0;0;0;0;0;0;0;0
"02";"02";"390";"9700";"02.02.390.9700";4;2012;0;0;0;0;0;0;0;0
"02";"02";"390";"9720";"02.02.390.9720";4;2013;0;0;0;0;0;0;0;0
"02";"02";"390";"9720";"02.02.390.9720";4;2015;0;0;0;0;0;0;0;0
"02";"02";"390";"9720";"02.02.390.9720";4;2014;0;0;0;0;0;0;0;0
"02";"02";"390";"9720";"02.02.390.9720";4;2012;0;0;0;0;0;0;0;0
"02";"02";"390";"9725";"02.02.390.9725";4;2013;0;0;0;0;0;0;0;0
"02";"02";"390";"9725";"02.02.390.9725";4;2015;0;0;0;0;0;0;0;0
"02";"02";"390";"9725";"02.02.390.9725";4;2014;0;0;0;0;0;0;0;0
"02";"02";"390";"9725";"02.02.390.9725";4;2012;0;0;0;0;0;0;0;0
"02";"02";"390";"9729";"02.02.390.9729";4;2013;0;0;0;0;0;0;0;0
"02";"02";"390";"9729";"02.02.390.9729";4;2015;0;0;0;0;0;0;0;0
"02";"02";"390";"9729";"02.02.390.9729";4;2014;0;0;0;0;0;0;0;0
"02";"02";"390";"9729";"02.02.390.9729";4;2012;0;0;0;0;0;0;0;0
"02";"02";"390";"9740";"02.02.390.9740";4;2013;0;0;0;0;0;0;0;0
"02";"02";"390";"9740";"02.02.390.9740";4;2015;0;0;0;0;0;0;0;0
"02";"02";"390";"9740";"02.02.390.9740";4;2014;0;0;0;0;0;0;0;0
"02";"02";"390";"9740";"02.02.390.9740";4;2012;0;0;0;0;0;0;0;0
"02";"02";"390";"9749";"02.02.390.9749";4;2013;0;0;0;0;0;0;0;0
"02";"02";"390";"9749";"02.02.390.9749";4;2015;0;0;0;0;0;0;0;0
"02";"02";"390";"9749";"02.02.390.9749";4;2014;0;0;0;0;0;0;0;0
"02";"02";"390";"9749";"02.02.390.9749";4;2012;0;0;0;0;0;0;0;0
"02";"02";"721";"";"02.02.721";3;2013;2061937;2061937;490316;2552253;1009365;992762;8420;1001182
"02";"02";"721";"";"02.02.721";3;2015;3248277;0;0;0;0;0;0;0
"02";"02";"721";"";"02.02.721";3;2014;2460616;2460616;1033460;3494076;2268464;712330;29;710930
"02";"02";"721";"";"02.02.721";3;2012;8308399;8308399;-5257765;3050633;1745238;1739603;6063;1745666
"02";"02";"721";"0000";"02.02.721.0000";4;2013;1075179;1075179;146839;1222018;760603;746999;8400;755399
"02";"02";"721";"0000";"02.02.721.0000";4;2015;1488853;0;0;0;0;0;0;0
"02";"02";"721";"0000";"02.02.721.0000";4;2014;1232453;1232453;175421;1407874;1028638;473437;0;470959
"02";"02";"721";"0000";"02.02.721.0000";4;2012;7149799;7149799;-5493605;1656194;905404;899341;6063;905404
"02";"02";"721";"0200";"02.02.721.0200";4;2013;88144;88144;-17000;71144;17822;17822;0;17822
"02";"02";"721";"0200";"02.02.721.0200";4;2015;65756;0;0;0;0;0;0;0
"02";"02";"721";"0200";"02.02.721.0200";4;2014;58650;58650;20000;78650;33103;20875;0;20875
"02";"02";"721";"0200";"02.02.721.0200";4;2012;5834625;5834625;-5725799;108826;56231;56231;0;56231
"02";"02";"721";"0210";"02.02.721.0210";4;2013;65609;65609;-30000;35609;7972;7972;0;7972
"02";"02";"721";"0210";"02.02.721.0210";4;2015;26160;0;0;0;0;0;0;0
"02";"02";"721";"0210";"02.02.721.0210";4;2014;33350;33350;0;33350;23226;16106;0;16106
"02";"02";"721";"0210";"02.02.721.0210";4;2012;5154074;5154074;-5071574;82500;42152;42152;0;42152
"02";"02";"721";"0211";"02.02.721.0211";4;2013;62657;62657;-30000;32657;7527;7527;0;7527
"02";"02";"721";"0211";"02.02.721.0211";4;2015;25160;0;0;0;0;0;0;0
"02";"02";"721";"0211";"02.02.721.0211";4;2014;32000;32000;0;32000;22541;15621;0;15621
"02";"02";"721";"0211";"02.02.721.0211";4;2012;4615414;4615414;-4536414;79000;39909;39909;0;39909
"02";"02";"721";"0212";"02.02.721.0212";4;2013;0;0;0;0;0;0;0;0
"02";"02";"721";"0212";"02.02.721.0212";4;2015;0;0;0;0;0;0;0;0
"02";"02";"721";"0212";"02.02.721.0212";4;2014;0;0;0;0;0;0;0;0
"02";"02";"721";"0212";"02.02.721.0212";4;2012;0;0;0;0;0;0;0;0
"02";"02";"721";"0213";"02.02.721.0213";4;2013;2952;2952;0;2952;445;445;0;445
"02";"02";"721";"0213";"02.02.721.0213";4;2015;1000;0;0;0;0;0;0;0
"02";"02";"721";"0213";"02.02.721.0213";4;2014;1350;1350;0;1350;685;485;0;485
"02";"02";"721";"0213";"02.02.721.0213";4;2012;180948;180948;-177448;3500;2243;2243;0;2243
"02";"02";"721";"0214";"02.02.721.0214";4;2013;0;0;0;0;0;0;0;0
"02";"02";"721";"0214";"02.02.721.0214";4;2015;0;0;0;0;0;0;0;0
"02";"02";"721";"0214";"02.02.721.0214";4;2014;0;0;0;0;0;0;0;0
"02";"02";"721";"0214";"02.02.721.0214";4;2012;0;0;0;0;0;0;0;0
"02";"02";"721";"0215";"02.02.721.0215";4;2013;0;0;0;0;0;0;0;0
"02";"02";"721";"0215";"02.02.721.0215";4;2015;0;0;0;0;0;0;0;0
"02";"02";"721";"0215";"02.02.721.0215";4;2014;0;0;0;0;0;0;0;0
"02";"02";"721";"0215";"02.02.721.0215";4;2012;75000;75000;-75000;0;0;0;0;0
"02";"02";"721";"0216";"02.02.721.0216";4;2013;0;0;0;0;0;0;0;0
"02";"02";"721";"0216";"02.02.721.0216";4;2015;0;0;0;0;0;0;0;0
"02";"02";"721";"0216";"02.02.721.0216";4;2014;0;0;0;0;0;0;0;0
"02";"02";"721";"0216";"02.02.721.0216";4;2012;244194;244194;-244194;0;0;0;0;0
"02";"02";"721";"0217";"02.02.721.0217";4;2013;0;0;0;0;0;0;0;0
"02";"02";"721";"0217";"02.02.721.0217";4;2015;0;0;0;0;0;0;0;0
"02";"02";"721";"0217";"02.02.721.0217";4;2014;0;0;0;0;0;0;0;0
"02";"02";"721";"0217";"02.02.721.0217";4;2012;29698;29698;-29698;0;0;0;0;0
"02";"02";"721";"0218";"02.02.721.0218";4;2013;0;0;0;0;0;0;0;0
"02";"02";"721";"0218";"02.02.721.0218";4;2015;0;0;0;0;0;0;0;0
"02";"02";"721";"0218";"02.02.721.0218";4;2014;0;0;0;0;0;0;0;0
"02";"02";"721";"0218";"02.02.721.0218";4;2012;0;0;0;0;0;0;0;0
"02";"02";"721";"0219";"02.02.721.0219";4;2013;0;0;0;0;0;0;0;0
"02";"02";"721";"0219";"02.02.721.0219";4;2015;0;0;0;0;0;0;0;0
"02";"02";"721";"0219";"02.02.721.0219";4;2014;0;0;0;0;0;0;0;0
"02";"02";"721";"0219";"02.02.721.0219";4;2012;8820;8820;-8820;0;0;0;0;0
"02";"02";"721";"0220";"02.02.721.0220";4;2013;0;0;2000;2000;0;0;0;0
"02";"02";"721";"0220";"02.02.721.0220";4;2015;0;0;0;0;0;0;0;0
"02";"02";"721";"0220";"02.02.721.0220";4;2014;0;0;0;0;0;0;0;0
"02";"02";"721";"0220";"02.02.721.0220";4;2012;194375;194375;-194375;0;0;0;0;0
"02";"02";"721";"0224";"02.02.721.0224";4;2013;0;0;0;0;0;0;0;0
"02";"02";"721";"0224";"02.02.721.0224";4;2015;0;0;0;0;0;0;0;0
"02";"02";"721";"0224";"02.02.721.0224";4;2014;0;0;0;0;0;0;0;0
"02";"02";"721";"0224";"02.02.721.0224";4;2012;124546;124546;-124546;0;0;0;0;0
"02";"02";"721";"0225";"02.02.721.0225";4;2013;0;0;2000;2000;0;0;0;0
"02";"02";"721";"0225";"02.02.721.0225";4;2015;0;0;0;0;0;0;0;0
"02";"02";"721";"0225";"02.02.721.0225";4;2014;0;0;0;0;0;0;0;0
"02";"02";"721";"0225";"02.02.721.0225";4;2012;16932;16932;-16932;0;0;0;0;0
"02";"02";"721";"0226";"02.02.721.0226";4;2013;0;0;0;0;0;0;0;0
"02";"02";"721";"0226";"02.02.721.0226";4;2015;0;0;0;0;0;0;0;0
"02";"02";"721";"0226";"02.02.721.0226";4;2014;0;0;0;0;0;0;0;0
"02";"02";"721";"0226";"02.02.721.0226";4;2012;2332;2332;-2332;0;0;0;0;0
"02";"02";"721";"0227";"02.02.721.0227";4;2013;0;0;0;0;0;0;0;0
"02";"02";"721";"0227";"02.02.721.0227";4;2015;0;0;0;0;0;0;0;0
"02";"02";"721";"0227";"02.02.721.0227";4;2014;0;0;0;0;0;0;0;0
"02";"02";"721";"0227";"02.02.721.0227";4;2012;0;0;0;0;0;0;0;0
"02";"02";"721";"0228";"02.02.721.0228";4;2013;0;0;0;0;0;0;0;0
"02";"02";"721";"0228";"02.02.721.0228";4;2015;0;0;0;0;0;0;0;0
"02";"02";"721";"0228";"02.02.721.0228";4;2014;0;0;0;0;0;0;0;0
"02";"02";"721";"0228";"02.02.721.0228";4;2012;1166;1166;-1166;0;0;0;0;0
"02";"02";"721";"0229";"02.02.721.0229";4;2013;0;0;0;0;0;0;0;0
"02";"02";"721";"0229";"02.02.721.0229";4;2015;0;0;0;0;0;0;0;0
"02";"02";"721";"0229";"02.02.721.0229";4;2014;0;0;0;0;0;0;0;0
"02";"02";"721";"0229";"02.02.721.0229";4;2012;49400;49400;-49400;0;0;0;0;0
"02";"02";"721";"0230";"02.02.721.0230";4;2013;0;0;0;0;0;0;0;0
"02";"02";"721";"0230";"02.02.721.0230";4;2015;0;0;0;0;0;0;0;0
"02";"02";"721";"0230";"02.02.721.0230";4;2014;0;0;0;0;0;0;0;0
"02";"02";"721";"0230";"02.02.721.0230";4;2012;5152;5152;-5152;0;0;0;0;0
"02";"02";"721";"0235";"02.02.721.0235";4;2013;0;0;0;0;0;0;0;0
"02";"02";"721";"0235";"02.02.721.0235";4;2015;0;0;0;0;0;0;0;0
"02";"02";"721";"0235";"02.02.721.0235";4;2014;0;0;0;0;0;0;0;0
"02";"02";"721";"0235";"02.02.721.0235";4;2012;3352;3352;-3352;0;0;0;0;0
"02";"02";"721";"0239";"02.02.721.0239";4;2013;0;0;0;0;0;0;0;0
"02";"02";"721";"0239";"02.02.721.0239";4;2015;0;0;0;0;0;0;0;0
"02";"02";"721";"0239";"02.02.721.0239";4;2014;0;0;0;0;0;0;0;0
"02";"02";"721";"0239";"02.02.721.0239";4;2012;1800;1800;-1800;0;0;0;0;0
"02";"02";"721";"0250";"02.02.721.0250";4;2013;0;0;0;0;0;0;0;0
"02";"02";"721";"0250";"02.02.721.0250";4;2015;0;0;0;0;0;0;0;0
"02";"02";"721";"0250";"02.02.721.0250";4;2014;0;0;0;0;0;0;0;0
"02";"02";"721";"0250";"02.02.721.0250";4;2012;0;0;0;0;0;0;0;0
"02";"02";"721";"0251";"02.02.721.0251";4;2013;0;0;0;0;0;0;0;0
"02";"02";"721";"0251";"02.02.721.0251";4;2015;0;0;0;0;0;0;0;0
"02";"02";"721";"0251";"02.02.721.0251";4;2014;0;0;0;0;0;0;0;0
"02";"02";"721";"0251";"02.02.721.0251";4;2012;0;0;0;0;0;0;0;0
"02";"02";"721";"0252";"02.02.721.0252";4;2013;0;0;0;0;0;0;0;0
"02";"02";"721";"0252";"02.02.721.0252";4;2015;0;0;0;0;0;0;0;0
"02";"02";"721";"0252";"02.02.721.0252";4;2014;0;0;0;0;0;0;0;0
"02";"02";"721";"0252";"02.02.721.0252";4;2012;0;0;0;0;0;0;0;0
"02";"02";"721";"0260";"02.02.721.0260";4;2013;0;0;0;0;0;0;0;0
"02";"02";"721";"0260";"02.02.721.0260";4;2015;0;0;0;0;0;0;0;0
"02";"02";"721";"0260";"02.02.721.0260";4;2014;0;0;0;0;0;0;0;0
"02";"02";"721";"0260";"02.02.721.0260";4;2012;0;0;0;0;0;0;0;0
"02";"02";"721";"0261";"02.02.721.0261";4;2013;0;0;0;0;0;0;0;0
"02";"02";"721";"0261";"02.02.721.0261";4;2015;0;0;0;0;0;0;0;0
"02";"02";"721";"0261";"02.02.721.0261";4;2014;0;0;0;0;0;0;0;0
"02";"02";"721";"0261";"02.02.721.0261";4;2012;0;0;0;0;0;0;0;0
"02";"02";"721";"0267";"02.02.721.0267";4;2013;0;0;0;0;0;0;0;0
"02";"02";"721";"0267";"02.02.721.0267";4;2015;0;0;0;0;0;0;0;0
"02";"02";"721";"0267";"02.02.721.0267";4;2014;0;0;0;0;0;0;0;0
"02";"02";"721";"0267";"02.02.721.0267";4;2012;0;0;0;0;0;0;0;0
"02";"02";"721";"0280";"02.02.721.0280";4;2013;2098;2098;6000;8098;0;0;0;0
"02";"02";"721";"0280";"02.02.721.0280";4;2015;24996;0;0;0;0;0;0;0
"02";"02";"721";"0280";"02.02.721.0280";4;2014;12500;12500;20000;32500;0;0;0;0
"02";"02";"721";"0280";"02.02.721.0280";4;2012;2098;2098;816;2914;0;0;0;0
"02";"02";"721";"0282";"02.02.721.0282";4;2013;0;0;6000;6000;0;0;0;0
"02";"02";"721";"0282";"02.02.721.0282";4;2015;0;0;0;0;0;0;0;0
"02";"02";"721";"0282";"02.02.721.0282";4;2014;10000;10000;-10000;0;0;0;0;0
"02";"02";"721";"0282";"02.02.721.0282";4;2012;0;0;0;0;0;0;0;0
"02";"02";"721";"0283";"02.02.721.0283";4;2013;0;0;0;0;0;0;0;0
"02";"02";"721";"0283";"02.02.721.0283";4;2015;24996;0;0;0;0;0;0;0
"02";"02";"721";"0283";"02.02.721.0283";4;2014;0;0;30000;30000;0;0;0;0
"02";"02";"721";"0283";"02.02.721.0283";4;2012;0;0;0;0;0;0;0;0
"02";"02";"721";"0285";"02.02.721.0285";4;2013;2098;2098;0;2098;0;0;0;0
"02";"02";"721";"0285";"02.02.721.0285";4;2015;0;0;0;0;0;0;0;0
"02";"02";"721";"0285";"02.02.721.0285";4;2014;2500;2500;0;2500;0;0;0;0
"02";"02";"721";"0285";"02.02.721.0285";4;2012;2098;2098;816;2914;0;0;0;0
"02";"02";"721";"0287";"02.02.721.0287";4;2013;0;0;0;0;0;0;0;0
"02";"02";"721";"0287";"02.02.721.0287";4;2015;0;0;0;0;0;0;0;0
"02";"02";"721";"0287";"02.02.721.0287";4;2014;0;0;0;0;0;0;0;0
"02";"02";"721";"0287";"02.02.721.0287";4;2012;0;0;0;0;0;0;0;0
"02";"02";"721";"0290";"02.02.721.0290";4;2013;20436;20436;5000;25436;9850;9850;0;9850
"02";"02";"721";"0290";"02.02.721.0290";4;2015;14600;0;0;0;0;0;0;0
"02";"02";"721";"0290";"02.02.721.0290";4;2014;12800;12800;0;12800;9877;4769;0;4769
"02";"02";"721";"0290";"02.02.721.0290";4;2012;478926;478926;-455514;23411;14079;14079;0;14079
"02";"02";"721";"0291";"02.02.721.0291";4;2013;14369;14369;4000;18369;9406;9406;0;9406
"02";"02";"721";"0291";"02.02.721.0291";4;2015;7500;0;0;0;0;0;0;0
"02";"02";"721";"0291";"02.02.721.0291";4;2014;6000;6000;0;6000;4403;1554;0;1554
"02";"02";"721";"0291";"02.02.721.0291";4;2012;180361;180361;-165276;15085;13966;13966;0;13966
"02";"02";"721";"0292";"02.02.721.0292";4;2013;5957;5957;1000;6957;434;434;0;434
"02";"02";"721";"0292";"02.02.721.0292";4;2015;6500;0;0;0;0;0;0;0
"02";"02";"721";"0292";"02.02.721.0292";4;2014;6150;6150;0;6150;5280;3215;0;3215
"02";"02";"721";"0292";"02.02.721.0292";4;2012;298564;298564;-290238;8326;113;113;0;113
"02";"02";"721";"0293";"02.02.721.0293";4;2013;110;110;0;110;10;10;0;10
"02";"02";"721";"0293";"02.02.721.0293";4;2015;600;0;0;0;0;0;0;0
"02";"02";"721";"0293";"02.02.721.0293";4;2014;650;650;0;650;193;0;0;0
"02";"02";"721";"0293";"02.02.721.0293";4;2012;0;0;0;0;0;0;0;0
"02";"02";"721";"0300";"02.02.721.0300";4;2013;36980;36980;35767;72747;31613;31613;0;31613
"02";"02";"721";"0300";"02.02.721.0300";4;2015;103460;0;0;0;0;0;0;0
"02";"02";"721";"0300";"02.02.721.0300";4;2014;73468;73468;37883;111351;45428;26071;0;26071
"02";"02";"721";"0300";"02.02.721.0300";4;2012;23400;23400;22296;45696;28021;28021;0;28021
"02";"02";"721";"0330";"02.02.721.0330";4;2013;0;0;0;0;0;0;0;0
"02";"02";"721";"0330";"02.02.721.0330";4;2015;0;0;0;0;0;0;0;0
"02";"02";"721";"0330";"02.02.721.0330";4;2014;0;0;0;0;0;0;0;0
"02";"02";"721";"0330";"02.02.721.0330";4;2012;0;0;0;0;0;0;0;0
"02";"02";"721";"0331";"02.02.721.0331";4;2013;0;0;0;0;0;0;0;0
"02";"02";"721";"0331";"02.02.721.0331";4;2015;0;0;0;0;0;0;0;0
"02";"02";"721";"0331";"02.02.721.0331";4;2014;0;0;0;0;0;0;0;0
"02";"02";"721";"0331";"02.02.721.0331";4;2012;0;0;0;0;0;0;0;0
"02";"02";"721";"0340";"02.02.721.0340";4;2013;0;0;22896;22896;0;0;0;0
"02";"02";"721";"0340";"02.02.721.0340";4;2015;15000;0;0;0;0;0;0;0
"02";"02";"721";"0340";"02.02.721.0340";4;2014;23500;23500;0;23500;2784;2784;0;2784
"02";"02";"721";"0340";"02.02.721.0340";4;2012;0;0;0;0;0;0;0;0
"02";"02";"721";"0342";"02.02.721.0342";4;2013;0;0;22896;22896;0;0;0;0
"02";"02";"721";"0342";"02.02.721.0342";4;2015;15000;0;0;0;0;0;0;0
"02";"02";"721";"0342";"02.02.721.0342";4;2014;23500;23500;0;23500;2784;2784;0;2784
"02";"02";"721";"0342";"02.02.721.0342";4;2012;0;0;0;0;0;0;0;0
"02";"02";"721";"0350";"02.02.721.0350";4;2013;24000;24000;5871;29871;21931;21931;0;21931
"02";"02";"721";"0350";"02.02.721.0350";4;2015;70500;0;0;0;0;0;0;0
"02";"02";"721";"0350";"02.02.721.0350";4;2014;28468;28468;37883;66351;22792;17300;0;17300
"02";"02";"721";"0350";"02.02.721.0350";4;2012;0;0;22296;22296;18525;18525;0;18525
"02";"02";"721";"0352";"02.02.721.0352";4;2013;0;0;5871;5871;0;0;0;0
"02";"02";"721";"0352";"02.02.721.0352";4;2015;4500;0;0;0;0;0;0;0
"02";"02";"721";"0352";"02.02.721.0352";4;2014;6500;6500;0;6500;824;824;0;824
"02";"02";"721";"0352";"02.02.721.0352";4;2012;0;0;0;0;0;0;0;0
"02";"02";"721";"0356";"02.02.721.0356";4;2013;0;0;0;0;0;0;0;0
"02";"02";"721";"0356";"02.02.721.0356";4;2015;0;0;0;0;0;0;0;0
"02";"02";"721";"0356";"02.02.721.0356";4;2014;0;0;0;0;0;0;0;0
"02";"02";"721";"0356";"02.02.721.0356";4;2012;0;0;0;0;0;0;0;0
"02";"02";"721";"0359";"02.02.721.0359";4;2013;24000;24000;0;24000;21931;21931;0;21931
"02";"02";"721";"0359";"02.02.721.0359";4;2015;66000;0;0;0;0;0;0;0
"02";"02";"721";"0359";"02.02.721.0359";4;2014;21968;21968;37883;59851;21968;16476;0;16476
"02";"02";"721";"0359";"02.02.721.0359";4;2012;0;0;22296;22296;18525;18525;0;18525
"02";"02";"721";"0380";"02.02.721.0380";4;2013;12980;12980;7000;19980;9682;9682;0;9682
"02";"02";"721";"0380";"02.02.721.0380";4;2015;17960;0;0;0;0;0;0;0
"02";"02";"721";"0380";"02.02.721.0380";4;2014;21500;21500;0;21500;19852;5987;0;5987
"02";"02";"721";"0380";"02.02.721.0380";4;2012;23400;23400;0;23400;9496;9496;0;9496
"02";"02";"721";"0385";"02.02.721.0385";4;2013;12980;12980;7000;19980;9682;9682;0;9682
"02";"02";"721";"0385";"02.02.721.0385";4;2015;17960;0;0;0;0;0;0;0
"02";"02";"721";"0385";"02.02.721.0385";4;2014;21500;21500;0;21500;19852;5987;0;5987
"02";"02";"721";"0385";"02.02.721.0385";4;2012;23400;23400;0;23400;9496;9496;0;9496
"02";"02";"721";"0389";"02.02.721.0389";4;2013;0;0;0;0;0;0;0;0
"02";"02";"721";"0389";"02.02.721.0389";4;2015;0;0;0;0;0;0;0;0
"02";"02";"721";"0389";"02.02.721.0389";4;2014;0;0;0;0;0;0;0;0
"02";"02";"721";"0389";"02.02.721.0389";4;2012;0;0;0;0;0;0;0;0
"02";"02";"721";"0500";"02.02.721.0500";4;2013;41586;41586;27472;69058;7975;3063;0;3063
"02";"02";"721";"0500";"02.02.721.0500";4;2015;50308;0;0;0;0;0;0;0
"02";"02";"721";"0500";"02.02.721.0500";4;2014;56858;56858;4300;61158;28047;4953;0;4953
"02";"02";"721";"0500";"02.02.721.0500";4;2012;2702;2702;226454;229157;14447;14447;0;14447
"02";"02";"721";"0510";"02.02.721.0510";4;2013;39536;39536;24172;63708;6847;1935;0;1935
"02";"02";"721";"0510";"02.02.721.0510";4;2015;43908;0;0;0;0;0;0;0
"02";"02";"721";"0510";"02.02.721.0510";4;2014;55508;55508;0;55508;26741;4007;0;4007
"02";"02";"721";"0510";"02.02.721.0510";4;2012;0;0;120494;120494;12056;12056;0;12056
"02";"02";"721";"0511";"02.02.721.0511";4;2013;19479;19479;8221;27700;1935;1935;0;1935
"02";"02";"721";"0511";"02.02.721.0511";4;2015;12000;0;0;0;0;0;0;0
"02";"02";"721";"0511";"02.02.721.0511";4;2014;23000;23000;0;23000;16449;4007;0;4007
"02";"02";"721";"0511";"02.02.721.0511";4;2012;0;0;89198;89198;12056;12056;0;12056
"02";"02";"721";"0512";"02.02.721.0512";4;2013;5000;5000;0;5000;0;0;0;0
"02";"02";"721";"0512";"02.02.721.0512";4;2015;17000;0;0;0;0;0;0;0
"02";"02";"721";"0512";"02.02.721.0512";4;2014;7000;7000;0;7000;6500;0;0;0
"02";"02";"721";"0512";"02.02.721.0512";4;2012;0;0;18500;18500;0;0;0;0
"02";"02";"721";"0514";"02.02.721.0514";4;2013;0;0;0;0;0;0;0;0
"02";"02";"721";"0514";"02.02.721.0514";4;2015;0;0;0;0;0;0;0;0
"02";"02";"721";"0514";"02.02.721.0514";4;2014;0;0;0;0;0;0;0;0
"02";"02";"721";"0514";"02.02.721.0514";4;2012;0;0;0;0;0;0;0;0
"02";"02";"721";"0515";"02.02.721.0515";4;2013;10057;10057;4851;14908;0;0;0;0
"02";"02";"721";"0515";"02.02.721.0515";4;2015;14908;0;0;0;0;0;0;0
"02";"02";"721";"0515";"02.02.721.0515";4;2014;14908;14908;0;14908;0;0;0;0
"02";"02";"721";"0515";"02.02.721.0515";4;2012;0;0;9796;9796;0;0;0;0
"02";"02";"721";"0519";"02.02.721.0519";4;2013;5000;5000;11100;16100;4912;0;0;0
"02";"02";"721";"0519";"02.02.721.0519";4;2015;0;0;0;0;0;0;0;0
"02";"02";"721";"0519";"02.02.721.0519";4;2014;10600;10600;0;10600;3792;0;0;0
"02";"02";"721";"0519";"02.02.721.0519";4;2012;0;0;3000;3000;0;0;0;0
"02";"02";"721";"0560";"02.02.721.0560";4;2013;2050;2050;3300;5350;1128;1128;0;1128
"02";"02";"721";"0560";"02.02.721.0560";4;2015;6400;0;0;0;0;0;0;0
"02";"02";"721";"0560";"02.02.721.0560";4;2014;1350;1350;4300;5650;1306;947;0;947
